image_path,label,class_index,class_name,original_split
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_06765.jpg,0,0,pink primrose,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_06755.jpg,0,0,pink primrose,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_06741.jpg,0,0,pink primrose,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_06768.jpg,0,0,pink primrose,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_06750.jpg,0,0,pink primrose,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_05091.jpg,1,1,hard-leaved pocket orchid,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_05146.jpg,1,1,hard-leaved pocket orchid,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_05115.jpg,1,1,hard-leaved pocket orchid,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_05097.jpg,1,1,hard-leaved pocket orchid,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_05145.jpg,1,1,hard-leaved pocket orchid,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_06642.jpg,2,2,canterbury bells,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_06632.jpg,2,2,canterbury bells,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_06624.jpg,2,2,canterbury bells,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_06616.jpg,2,2,canterbury bells,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_06651.jpg,2,2,canterbury bells,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_05638.jpg,3,3,sweet pea,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_05664.jpg,3,3,sweet pea,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_05659.jpg,3,3,sweet pea,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_05636.jpg,3,3,sweet pea,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_05634.jpg,3,3,sweet pea,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_05194.jpg,4,4,english marigold,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_05187.jpg,4,4,english marigold,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_05167.jpg,4,4,english marigold,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_05174.jpg,4,4,english marigold,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_05186.jpg,4,4,english marigold,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_07192.jpg,5,5,tiger lily,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_07195.jpg,5,5,tiger lily,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_08109.jpg,5,5,tiger lily,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_07169.jpg,5,5,tiger lily,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_08108.jpg,5,5,tiger lily,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_07203.jpg,6,6,moon orchid,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_07225.jpg,6,6,moon orchid,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_07226.jpg,6,6,moon orchid,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_07218.jpg,6,6,moon orchid,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_07229.jpg,6,6,moon orchid,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_03360.jpg,7,7,bird of paradise,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_03315.jpg,7,7,bird of paradise,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_03362.jpg,7,7,bird of paradise,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_03313.jpg,7,7,bird of paradise,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_03294.jpg,7,7,bird of paradise,train
/root/clip_diffusion_fewshot_ccds/data/raw/flowers-102/jpg/image_06420.jpg,8,8,monkshood,train
